,date_collected,itemid,shopid,category,name,pack_size,price_before_discount,price_min,price_max,raw_discount,discount,brand,like_count,comment_count,views,prod_rate_star_0,prod_rate_star_1,prod_rate_star_2,prod_rate_star_3,prod_rate_star_4,prod_rate_star_5,product_total_rating,stock,units_sold,status,low_price_guarantee,shop_location,shop_is_on_flash_sale,shop_is_preferred_plus_seller,feature_lowest_price_guarantee,feature_can_use_bundle_deal,feature_can_use_cod,feature_can_use_wholesale,feature_show_free_shipping,product_image_variation,product_text_variation
2736,07102023-2150,13126211271,238345847,100631,Doggo Atlanta Strong Harness Large Size,1Piece X 1,0,47900000,47900000,0,,,2,1,,1,0,0,0,0,1,5.0,9,2,1,False,"Cabuyao, Laguna",False,False,False,False,False,False,False,"['9567d553d81823c60127d1b32b4c9358', '257d333b3bbf5c7f37bcb9607c71bf3f', 'c2d863bee01a5dda8aec4dbe719a8ba4', 'c76e1c858cc508291a0becc6f20b77ad', '4457e5745e346d725280070abe8f104a', 'c2b4a8f1cb81caffccef98cd33a3251b', '8edb935deee9d2fac2396fcf694204f2', '316d2ebbfd67ed92d757fb190c57b07c']","[{'name': 'Color', 'options': ['Black', 'Blue', 'Orange', 'Gray', 'Pink'], 'images': ['26a7734cb473186fe5d0c209d6f6aef8', '953fc459aaea4c349147861458ddee3f', 'c2d863bee01a5dda8aec4dbe719a8ba4', '965cdab4f554edc9f2b156b935a71fe1', '7311a2288a33805aa88ee328504ff13b'], 'properties': [], 'type': 0}]"
2737,07102023-2150,13038358277,238345847,100629,Mirassou Moscato 750ml,750ML X 1,0,52700000,52700000,0,,,11,5,,5,0,0,0,0,5,5.0,3,33,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['529b881420f8275647335d8d7df54d5a', '03b38fa66cec2f622c67fecae45a3c31', 'ca89d925c2a1f506c0081893c6018f2d']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
2738,07102023-2150,13037513554,238345847,100629,Dark Horse Chardonnay 750ml,750ML X 1,0,61000000,61000000,0,,,5,3,,3,0,0,0,0,3,5.0,13,11,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['317dff7f007dad44bc9557b1a0ba5f2c', '750c869a381894a7599d7aeba6d8432d', '84977d456aa7dbcb1a64187561d54f6c', 'f978b081b5dc85babe1e1605935c2bee']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
2739,07102023-2150,13031734732,238345847,100632,PediaSure Plus Vanilla for Kids Above 3 Years Old 900g,900G/GR X 1,0,137700000,137700000,0,,,4,8,,8,0,0,0,0,8,5.0,17,10,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['7728ca70e5ec1cee969f47d0aa2ca484', '02bbe70b0032f6a05f0ee6a14366d93a', '98d29a314752f457cd836ff1603e4366']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
2740,07102023-2150,13003032428,238345847,100629,Fat & Thin Thai Noodle Violet 3mm 400g,400G/GR X 1,0,12300000,12300000,0,,,7,15,,15,0,0,0,0,15,5.0,32,118,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['f693e351b7d27a375fd17fa678f1fd5e', '3ccd36645921df758f2d15adad274dac', '1e13e6513f74af8ffd79373c11954681']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
2741,07102023-2150,12981046985,238345847,100632,Huggies Dry Diapers XL  3 packs 144 Pieces,,0,189000000,189000000,0,,,1,4,,4,0,0,0,0,4,5.0,46,15,1,False,"Liloan, Cebu",False,False,False,False,False,False,False,"['0a1dfaef38e1c0f6e7e8098ca0a36c7f', '195d80e10107ea38e1f2786491e268dc', 'a79d7131527d8829486a3c27171c0bfa', '03c6c72ffc4e6417f492f0f067317207']","[{'name': 'Default', 'options': ['Default'], 'images': None, 'properties': [], 'type': 0}]"
2742,07102023-2150,12937506969,238345847,100629,Naked Grape Moscato 750ml,750ML X 1,0,45000000,45000000,0,,,2,2,,2,0,0,0,0,2,5.0,5,27,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['32b82057a0c77ecc8be4e11f4d74adce', '92b9989f6aced9062cb69ce3c84de0d8', '468ce20cdd7510ec4549d6afdfe77742', 'b3659efb9cbbdb6da896ecea3d61c1e9']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
2743,07102023-2150,12926183385,238345847,100631,Doggo Denim Strong Leash Small Size,1Piece X 1,0,22900000,22900000,0,,,2,1,,1,0,0,0,0,1,5.0,12,4,1,False,"Cabuyao, Laguna",False,False,False,False,False,False,False,"['80cc96b5cf21016874dd44a31d92361f', '9759766beb45ffcb90ccfe217476ad8b', '20724e5e70d67a2ffe81d79f8b0c27f7', '2e3dd91b7fa6c4d01e5f2cbc3d516b0b', '03935df194e1f9b38d26512f5f5ba44e', '8191c25408e8247ba1274e1e1dae766d', 'fbcc6644854c272dfd9ec83835a316b4']","[{'name': 'Color', 'options': ['Black', 'Blue', 'Red', 'Pink'], 'images': ['455e232ab1a94e28d1a7d30de6d2001f', '20724e5e70d67a2ffe81d79f8b0c27f7', '0d01d34827da7ea1b86af3b99d637b56', '58619757c40b1639c095b3c72fbef791'], 'properties': [], 'type': 0}]"
2744,07102023-2150,12874230985,238345847,100630,Denman Noir Range D4N Styling Hair Brush,1Piece X 1,0,141800000,141800000,0,,,3,1,,1,0,0,0,0,1,5.0,5,5,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['c99d02ef0a2450baea70c2f4feb74b5b', '3d6bab10df6e2f4cb3a8cb7d4eb84729', '667acc7f24e81ff9b20785fe49a2c443']","[{'name': 'noir hairbrush', 'options': ['black, white'], 'images': None, 'properties': [], 'type': 0}]"
2745,07102023-2150,12630780869,238345847,100631,Mr. Muscle x Whiskas Adult Cat Kit,80G/GR X 1,0,63600000,63600000,0,,,3,6,,6,0,0,0,0,6,5.0,13,11,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['613b09d98ab88eed2e64b8b1543b2c3d', '7b7345b3b5dc1b736b1c6cfb6683ca68', 'c76d1c15961f3d04b64b672b0eb068b3', 'd5f47ec9b3810a102f94945e584d92e6', 'cb543bbbbac66cff3f3c9ae3b12c112e']","[{'name': 'Variations', 'options': ['x8'], 'images': None, 'properties': [], 'type': 0}]"
