,date_collected,itemid,shopid,category,name,pack_size,price_before_discount,price_min,price_max,raw_discount,discount,brand,like_count,comment_count,views,prod_rate_star_0,prod_rate_star_1,prod_rate_star_2,prod_rate_star_3,prod_rate_star_4,prod_rate_star_5,product_total_rating,stock,units_sold,status,low_price_guarantee,shop_location,shop_is_on_flash_sale,shop_is_preferred_plus_seller,feature_lowest_price_guarantee,feature_can_use_bundle_deal,feature_can_use_cod,feature_can_use_wholesale,feature_show_free_shipping,product_image_variation,product_text_variation
22,07082023-2349,5793051233,238345847,100629,Nissin Cubee Wafer Chocolate & Cream 25g,25G/GR X 1,0,1100000,1100000,0,,,227,1155,,1077,38,15,5,20,1155,4.858874458874459,1845,7772,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['be4dd4fb076a4651dee36bdd7cab3087', 'c2d9f574fbbd48557759bc647effe82d', '2bb6fcdc0aa90e8c66c41dca4e74611e']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
23,07082023-2349,5193080719,238345847,100629,Lucky Me! Instant Noodle Soup Lomi Seafood and Vegetable Flavor 65g,,0,1800000,1800000,0,,,385,2838,,2671,63,45,9,50,2838,4.869795342272407,1636,20505,1,True,"Liloan, Cebu",False,False,True,False,False,False,False,"['0954aa5f7c42b6525d3d45cfb74e5078', '1a112c6b83d6b9dc7f367cb83f5a3832', '9be1293a6ee0f3885315d07303f6de89']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
24,07082023-2349,6463641448,238345847,100632,Babyflo Baby Cologne Butterfly Kisses 100ml x2,100ML X 2,0,12300000,12300000,0,,,2564,5571,,5252,187,62,24,46,5571,4.898186388938768,1068,19267,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['65ab6e89e749091ec2338812a268f694', '0c755db8a4139a882fc1754b45a7f93f', '7e5bd0ee94cf33b0c98e867d95c26628', 'fa3f1752bd2329349037d2e3a634e415', 'aa56a5ab936f278f1398c563f912fde9']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
25,07082023-2349,8972128424,238345847,100629,Lucky Me! Pancit Canton Instant Noodles Chilimansi Multipack 6 Pieces 80g,80G/GR X 6,0,9600000,9600000,0,,,564,4557,,4230,176,60,26,65,4557,4.862977602108037,658,11625,1,True,"Liloan, Cebu",False,False,True,False,False,False,False,"['086d449564dbef956e9f7a3c376e5a4b', '3825c65086fcdd783225528e16d63945', '3cfb04c9478ad6a6589e1d769f6e74c8']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
26,07082023-2349,9214617902,238345847,100629,Alaska Krem-Top Non-Dairy Coffee Creamer 450g,450G/GR X 1,0,10900000,10900000,0,,Krem-Top,190,1495,,1388,57,22,6,22,1495,4.864123159303882,218,7063,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['sg-11134201-22100-af4ku3vgekiv25', 'e873f9ecad8a0d43da17d22b945f022a', '90bf8fffdb8963101191410ab2fe6079', '54a1c2d61cc221dca08b89ae7cbe1ed4', 'f183e36b7d7890bb4eb09ffe0fc3adc8']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
27,07082023-2349,9414583216,238345847,100629,Alaska Evaporada 360ml,370ML X 1,0,3500000,3500000,0,,Alaska,171,1243,,1131,57,23,12,20,1243,4.826892109500805,265,8808,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['sg-11134201-22100-ajqxeaj49jiva2', 'ec8b97dcebfc67c35402b1daab2513d8', 'sg-11134201-22100-2ssz37i49jived', '2680b873cb08e6f9b1fb28fe0305066f', 'f183e36b7d7890bb4eb09ffe0fc3adc8']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
28,07082023-2349,6793069946,238345847,100629,Lucky Me! Pancit Canton Instant Noodles Kalamansi Multipack 6 Packs 80g,,0,9600000,9600000,0,,,378,3448,,3199,119,51,21,58,3448,4.851174934725848,1392,9237,1,True,"Liloan, Cebu",False,False,True,False,False,False,False,"['ed7dfed29e99e5e4179af26d395482eb', '4088e9ad3911ec54d3ff074175c44178', '2a25767943c059a3c16180bee2159c42']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
29,07082023-2349,3634981326,238345847,100629,Chuckie Opti-Grow Flavoured Milk Baon Saver's Pack 6's  (110ml),110ML X 6,0,8500000,8500000,0,,Chuckie,4062,8905,,8398,224,119,51,113,8905,4.883219062605373,952,29188,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['79a0dd3f16b4941dc4f0fa81f5185c0b', '65083ce74446ab27f098be0955e32879', '6f225fae7d45e7cdd415011636dee02c', 'b24f5d449fcddc773e4ea86817214cc3', '294444bb2f0b0b87c3c910b63de09b7d']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
30,07082023-2349,4734802280,238345847,100632,Cerelac Baby Food Wheat Banana and  Milk 250g,250G/GR X 1,0,13500000,13500000,0,,Cerelac,556,2384,,2286,48,19,11,20,2384,4.917750734368443,514,11254,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['sg-11134201-22100-lk4pqncn0wiv19', 'sg-11134201-22100-e3flypcn0wivd2', 'c531ca1a66a4d0babdf44335a565daa5', '4acf94f0f2e575baab16ceb498d20c05']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
31,07082023-2349,6625346126,238345847,100629,Smartfood Popcorn White Cheddar 155.9g,155.9G/GR X 1,0,10400000,10400000,0,,SmartFood,514,1120,,981,49,31,14,45,1120,4.70993733213966,329,5791,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['865b5baa8a76dabfbdd269b2bb92f406', 'ab01307da2c3e9bc2b10569f41ea30c0', '602439248269b2350efbd6c350e3e119', '9954d89c65d6ddcf7a0e0e05ed4ba1b1']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
32,07082023-2349,6532754547,238345847,100629,Energen Chocolate Hanger 10 x 40g,40G/GR X 10,0,8500000,8500000,0,,Energen,695,4417,,4235,92,31,24,36,4418,4.9191209787041235,463,15762,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['52162a691191f0e9717f996211e4c479', '88dd66e407c11a9acb5e6d41ca6f598d', 'd7861de1f8c1c9f5487d012a0cd9761e', '4d928b243a04e7fa41c712111bee333b', '916c01d98294a5df564c4d4670bc6cab']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
33,07082023-2349,17222633490,238345847,100629,Cream-O Choco Fudge 33g Pack of 10,10Piece X 1,0,7000000,7000000,0,,,236,2041,,1893,79,24,16,29,2041,4.859313725490196,240,5891,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['fc8f991d4bc7fb3b87a4c2f858435dfc', 'f00e84c80047c506a4157d102a4d6ac2', '1b4078246a688c05e11d271a8caa24cc', 'eb2eb925f61a25e2cad3b09712f61c19', 'eb59e388f59662fd56f6d202023d4a07']","[{'name': 'Default', 'options': ['Default'], 'images': None, 'properties': [], 'type': 0}]"
34,07082023-2349,3234955563,238345847,100629,Nestle Coffee-Mate Coffee Creamer Stand-up Pouch 400g,450G/GR X 1,0,13000000,13000000,0,,Nestle,605,6974,,6588,160,84,49,94,6975,4.88234449073409,1058,27439,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['ph-11134207-7qul8-lh5o6xpjixlsbb', 'ph-11134207-7qul1-lh5o6xpjkc689b', 'ph-11134207-7qul9-lh5o6xpjlqqo6e']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
35,07082023-2349,8377114272,238345847,100629,Nutella Spread 200 Grams,200G/GR X 1,0,17100000,17100000,0,,,1061,1474,,1386,45,21,2,20,1474,4.8826322930800545,28,4270,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['0bfefd9529a44b5e4f119bbdd9ffd049', '27f49cf2c333972ee8c1f6fbbe3e60ec', '79d6b25d68e3b50f202bb4845a56fb32', 'ca544a43fa01bd05ab23c0609c7e41e6']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
36,07082023-2349,6152667136,238345847,100629,UFC Hapi Fiesta Vegetable Oil 1L Sup,1L X 1,0,13500000,13500000,0,,UFC,390,3736,,3479,121,59,23,54,3736,4.861542581681842,2,16284,1,False,"Calamba City, Laguna",False,False,False,True,False,False,False,"['1162b7d6cd6efed6364a7b8cf8a77ded', '572036b3f917b74eb9899d079d91fadb', 'b2dcad7d06f17201cdc6b8c4dbb5a842']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
37,07082023-2349,7623658794,238345847,100630,Grips Man Powder 50g,,4100000,3500000,3500000,15,15%,Grips,327,570,,541,20,3,2,4,570,4.91578947368421,217,2585,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['58e43598417adfc9504d7ebecf6f1490', 'a620d8c0f6bb3e3bc4828d429ab03dd6', 'd84ff8ef1af18029e959b883aae74a56', 'd73d5670482671b4d936eaac7e129da6']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
38,07082023-2349,23146011376,238345847,100636,Femme Paper Towel 175 Pulls (Pack of 3),175Piece X 1,15000000,13500000,13500000,10,10%,,34,64,,57,6,0,0,1,64,4.84375,25,191,1,False,"Calamba City, Laguna",False,False,False,False,True,False,False,"['ph-11134207-7qul0-li8gwrw226vw66', 'ph-11134207-7qula-li8gwrw23lgca7', 'ph-11134207-7qul2-li8gwrw2500s2b', 'ph-11134207-7qula-li8jguadj13wed']","[{'name': 'Var ', 'options': ['Pack of 3'], 'images': None, 'properties': [], 'type': 0}]"
39,07082023-2349,8672067285,238345847,100629,Lucky Me! Instant Noodle Soup Chicken na Chicken Multipack 55g x 6 pack,55G/GR X 6,0,5300000,5300000,0,,,475,4105,,3851,116,48,22,68,4105,4.869787856620336,424,10599,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['b97cf3411a45d8ee76f1cca0e77bf5be', '8e5efafb72d954ef6c7b209adfefb460', '034047a8b9e27f3f291c266c36c4bb93']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
40,07082023-2349,5036601657,238345847,100629,Coco Mama Fresh Gata 200ml,200ML X 1,0,3100000,3100000,0,,Coco Mama,483,3833,,3606,109,47,25,46,3833,4.881922675026123,227,34216,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['1c6ee4978410345084dc237ccdf4247a', 'd5bd10d583719d6a45442655f174f0fb', '41a9aaf204d7564267cc5b122d19e25f', '856ed76c3653fc589aa0db267f941967', '395f2305a3f99d2586437cc4ba906526']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
41,07082023-2349,7042413497,238345847,100636,Surf Powder Detergent Cherry Blossom 6pieces 65grams,75G/GR X 6,0,4200000,4200000,0,,Surf,836,7178,,6702,202,124,46,104,7178,4.862280457206579,480,31246,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['91c469f3f17596143c020897595203e1', 'a352dc13ae5044132de7f0bdbe48ae34', '2464a615b871e7fe3c8549684dcd84a8']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
42,07082023-2349,9889121267,238345847,100629,Combi Triple Choco Cracker Sandwich 30g 10 Pieces,30G/GR X 10,0,6600000,6600000,0,,,810,5843,,5496,167,71,26,83,5843,4.8787671232876715,1029,15449,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['ac5288f0effc179d0eff1c7b34e487b0', 'a8f38e1089e24c37cd7fc9c746b10617', '30dca11115c799e2184b637ca158eab6']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
43,07082023-2349,4947412374,238345847,100629,Quaker Instant Oatmeal 800g,800G/GR X 1,13200000,10600000,10600000,20,20%,Quaker,1008,4795,,4563,126,42,17,47,4795,4.90920475892298,93,12360,1,False,"Liloan, Cebu",False,False,False,False,False,False,False,"['c3e268126fbc68cea9469011a8ded787', '6816f4d2497ee382a310c9a53489bdbf', 'db7883669f5503b814664f36fecefe3b']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
44,07082023-2349,12774441307,238345847,100629,Mega Corned Sardines in Tomato Sauce w/ Chili 155g,155G/GR X 1,0,1600000,1600000,0,,,92,820,,742,30,22,11,15,820,4.796341463414634,152,7415,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['2377e2c743ad2aa896fe6525edd89a01', 'f14790f0ecfe6fa451c9f615bf7f1f48', 'a243b933bafa0a88658ba6d93b7fc708']","[{'name': '155G', 'options': ['RED'], 'images': None, 'properties': [], 'type': 0}]"
45,07082023-2349,7957351456,238345847,100629,Mega Sardines Tomato Sauce Chilli 155g,155G/GR X 1,2600000,2500000,2500000,4,4%,Mega,262,3129,,2860,119,53,25,72,3129,4.815099168266155,981,19117,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['f23ba1a5807d6b604b45ee18039a2387', 'bb57b13f77a2b57768506557838ac7a6', '455879a35e7eca5b3e7cf33e2e5d257a', '7079e0bf30acacc3eab1b4265344c780', '4fb9a358f733b440d0a70dc8fa9a04d1']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
46,07082023-2349,17422503144,238345847,100629,Jack 'n Jill Presto Creams Peanut Butter 30g Pack of 10,10Piece X 1,0,6100000,6100000,0,,,242,2220,,2055,84,29,15,37,2220,4.850833708877873,69,6465,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['2a1add2ff24efb1e1d192f540fcf92d2', '290eea4d880cb9f33fceb01b15fc79c5', 'aa802e0171a20170c3ca8ee118b6b86b', '66c093b539b91456ada0465c2a9999d7', '4ef6a3701d15ad830d91df66f4650a33']","[{'name': 'Default', 'options': ['Default'], 'images': None, 'properties': [], 'type': 0}]"
47,07082023-2349,5534811285,238345847,100629,Milo Activ-Go Choco Malt Powdered Milk Drink  300g,300G/GR X 1,0,11000000,11000000,0,,Nestle,990,4812,,4540,134,68,20,50,4812,4.890667220951985,605,11648,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['70f0c54c700106be6c312dd0b3265131', '06aabc304f0b51531eaa9bffd3251882', '564c28d8ea244459d3363e2fd36f0826', '5800b0a70ddfdadb255c3c8b1f9d09b0']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
