,date_collected,itemid,shopid,category,name,pack_size,price_before_discount,price_min,price_max,raw_discount,discount,brand,like_count,comment_count,views,prod_rate_star_0,prod_rate_star_1,prod_rate_star_2,prod_rate_star_3,prod_rate_star_4,prod_rate_star_5,product_total_rating,stock,units_sold,status,low_price_guarantee,shop_location,shop_is_on_flash_sale,shop_is_preferred_plus_seller,feature_lowest_price_guarantee,feature_can_use_bundle_deal,feature_can_use_cod,feature_can_use_wholesale,feature_show_free_shipping,product_image_variation,product_text_variation
10,10292023-0606,7436632431,238345847,100629,Argentina Meat Loaf 150g,150G/GR X 1,0,2300000,2300000,0,,Argentina,913,7483,,6958,245,128,47,105,7483,4.8593582887700535,3910,54986,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['026a5868f155320487aaae02cee35c05', '690f25d335990efecac14bc20b2b8302', 'c40cf87dc79ec6e9108f17ea11ae3c42', 'b1554094cc17b370d0126ee401a03eb7', '9468de55c81db4e2acfebf78f07718de', 'ba5f132b4542c537a41001c075beb0ae', 'c94a9d01feab5bfc75bd54bf9729ff95']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
11,10292023-0606,12705470660,238345847,100636,Mighty Clean Detergent Powder Calamansi - Powder Green 1 Kilo,1KG X 1,5000000,4000000,4000000,20,20%,,662,8323,,7544,516,147,41,75,8323,4.85203036510423,13132,41567,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['177e181e537ebe0681491f91be4ab8dc', '223e70b177e321204cf742e47103c656', 'f78645ad9c53d4cbc12513f11f63eb17', 'd2534b00ca850e773a8a460c4026fa5e', '561fa8562c67328071798e25c0f8685c', '963580a0597ecd8ab5050bd6061e69f4']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
12,10292023-0606,21637581481,238345847,100630,DEOplus Pink - Tawas Powder with Licorice Extract 50g,50G/GR X 1,0,1600000,1600000,0,,,1405,7817,,7104,430,143,61,79,7817,4.8445695279519,11642,44733,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['87631ba39e714d381ca61bf3171eec26', '32b57281af864874b3db3b60808913b0', '4407ca70a091510cecfc7895f40d4dd2']","[{'name': 'Default', 'options': ['Default'], 'images': None, 'properties': [], 'type': 0}]"
13,10292023-0606,7236621856,238345847,100629,Century Tuna Flakes in Oil 155grams,155G/GR X 1,0,3800000,3800000,0,,Century Tuna,953,8725,,7983,309,198,68,168,8726,4.822375215146299,7658,62709,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['44e0f8379ec5f279d39ff772e04946e3', '8737e0fcd993bfcfb2a02ed0f1ca906d', '4ddc3ce846a923cb5004c0cce71dd7aa', 'a788e3dbc4a962e18c5dbb7152bc76c7']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
14,10292023-0606,6932527827,238345847,100630,Safeguard Bar Soap Arctic Fresh  3 x  115g,130G/GR X 3,0,13900000,13900000,0,,Safeguard,802,7299,,6861,246,96,28,69,7300,4.891647236318749,18541,23461,1,True,"Liloan, Cebu",False,False,True,False,True,False,False,"['ph-11134201-23020-4k22dun0arnv66', 'ph-11134207-7qul3-lg0eptas8c4wa9', 'd81e5e9670125efdbd13b2e77da25303', 'c3fe8355a1a6d960b22d4199c69941a5', 'a882136bb85a50c65835e91a41227fe7']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
15,10292023-0606,5823600892,238345847,100630,KERATINplus Gold Intense Brazilian Hair Treatment 20g 12 Pieces,20G/GR X 12,0,7900000,7900000,0,,Keratin Plus,2969,12829,,12173,377,114,47,118,12829,4.905058851040611,8688,53380,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['d454363ae0149395cab1d46c98630b66', '6b091a6ae4c562e2dcec1b8d0809233e', '6d5d50049f9d16bc90e49f154f0bda0f']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
16,10292023-0606,9889121267,238345847,100629,Combi Triple Choco Cracker Sandwich 30g 10 Pieces,30G/GR X 10,6600000,6000000,6000000,9,9%,,1502,10202,,9611,321,110,43,118,10203,4.889106775174037,518,41506,1,False,"Calamba City, Laguna",True,False,False,False,True,False,False,"['ac5288f0effc179d0eff1c7b34e487b0', 'a8f38e1089e24c37cd7fc9c746b10617', '30dca11115c799e2184b637ca158eab6']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
17,10292023-0606,15213079078,238345847,100630,DEOplus Tawas Powder for Underarm & Foot (50g),,0,1400000,1400000,0,,,1629,9178,,8453,437,166,45,77,9178,4.868679163034002,8257,57074,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['cf77adeef22c6b10de7dba1021545d87', '7d98c016daef6ce03c121bb4030cc8b0', 'c030ac0417ecbb78502ca582cddcb0b8']","[{'name': 'Color', 'options': ['White'], 'images': None, 'properties': [], 'type': 0}]"
18,10292023-0606,6463641448,238345847,100632,Babyflo Baby Cologne Butterfly Kisses 100ml x2,100ML X 2,0,13500000,13500000,0,,,4332,8552,,8022,327,95,35,74,8553,4.892619019768394,3817,31261,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['65ab6e89e749091ec2338812a268f694', '0c755db8a4139a882fc1754b45a7f93f', '7e5bd0ee94cf33b0c98e867d95c26628', 'fa3f1752bd2329349037d2e3a634e415', 'aa56a5ab936f278f1398c563f912fde9']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
19,10292023-0606,6532754547,238345847,100629,Energen Chocolate Hanger 10 x 40g,40G/GR X 10,8500000,7600000,7600000,11,11%,Energen,1223,7778,,7396,221,65,36,61,7779,4.911254019292604,521,39626,1,True,"Calamba City, Laguna",True,False,True,False,True,False,False,"['52162a691191f0e9717f996211e4c479', '88dd66e407c11a9acb5e6d41ca6f598d', 'd7861de1f8c1c9f5487d012a0cd9761e', '4d928b243a04e7fa41c712111bee333b', '916c01d98294a5df564c4d4670bc6cab']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
20,10292023-0606,4163133728,238345847,100001,Pepsodent Cavity Fighter 2X190G,190G/GR X 2,11900000,11700000,11700000,2,2%,Pepsodent,1152,10664,,9946,464,132,42,80,10664,4.8911207058381825,9890,33627,1,True,"Liloan, Cebu",False,False,True,False,True,False,False,"['0afc626022992395718fcd80b684ca6f', '0d230c9ad70393233761aa237cd7a319', '8b18097faae132f3d93cea526b1f6ce0', '4ea168e09ce7633205a614d2d0e9b61e', '2a34a5d9c6f7e0c19a3a6766a2ebbce0', '2259df8932662b74472aaa7967b6d93a', '9d947ab4e1c670246b19f10dea8ab917']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
21,10292023-0606,7536607280,238345847,100629,Argentina Corned Beef 260g,260G/GR X 1,0,5600000,5600000,0,,Argentina,354,3368,,3141,90,49,24,64,3368,4.846793349168646,2931,26677,1,False,"Calamba City, Laguna",False,False,False,False,True,False,False,"['a17637256d9b8a18100ff49e7c89be90', '30369ac58da306b6c585271c6189404a', 'e2220162b0b3dd88fdb30b0856ed4221', '74858efa68e6d22db6eababe3723287d']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
22,10292023-0606,17422503144,238345847,100629,Jack 'n Jill Presto Creams Peanut Butter 30g Pack of 10,10Piece X 1,0,6100000,6100000,0,,,585,4327,,4016,180,51,22,58,4327,4.866851595006935,1872,16382,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['2a1add2ff24efb1e1d192f540fcf92d2', '290eea4d880cb9f33fceb01b15fc79c5', 'aa802e0171a20170c3ca8ee118b6b86b', '66c093b539b91456ada0465c2a9999d7', '4ef6a3701d15ad830d91df66f4650a33']","[{'name': 'Default', 'options': ['Default'], 'images': None, 'properties': [], 'type': 0}]"
23,10292023-0606,12881664150,238345847,100629,Nissin Pasta Express Creamy Carbonara 60g,60G/GR X 1,0,1600000,1600000,0,,,1092,3242,,2956,143,64,28,51,3242,4.82757557063541,2431,31540,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['f70e40bb9d2cac21c750e93b6f4b09c9', 'c25484ec2a2ce030432835f6f75e5e76', '6fa494a521a73c2869c2250337a1169e']","[{'name': 'Default', 'options': ['Default'], 'images': None, 'properties': [], 'type': 0}]"
24,10292023-0606,4225347652,238345847,100630,Belo Whitening Beauty Deo Roll-on 40ml Buy 1 Take 1,40ML X 2,30000000,15000000,15000000,50,50%,Belo,2412,11782,,10930,511,194,60,88,11783,4.879945661402615,1896,36141,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['d38d1ab9ae41bab8011b9f2bf3d9cfa0', 'a88b320605bd570df91b1c2300ac00e5', '9d257073c348d84dd8018add5cd37e8e']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
25,10292023-0606,7063787267,238345847,100001,Caress Basic Adult Diaper Medium 1's,1Piece X 1,2100000,1900000,1900000,10,10%,None,379,3308,,3045,189,48,13,13,3308,4.8863361547763,104,22484,1,True,"Cabuyao, Laguna",False,False,True,False,True,False,False,"['8408f47de5a81cd9f7b278486b713af0', 'dc0abd1a1dbc84fe5665f4d2552ac656', '75d963d52da4093dc054b9c5068c88fe']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
26,10292023-0606,8972128424,238345847,100629,Lucky Me! Pancit Canton Instant Noodles Chilimansi Multipack 6 Pieces 80g,80G/GR X 6,0,9600000,9600000,0,,,983,6622,,6161,247,86,35,94,6623,4.865558912386707,3462,21899,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['086d449564dbef956e9f7a3c376e5a4b', '3825c65086fcdd783225528e16d63945', '3cfb04c9478ad6a6589e1d769f6e74c8']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
27,10292023-0606,9214617902,238345847,100629,Alaska Krem-Top Non-Dairy Coffee Creamer 450g,450G/GR X 1,0,10900000,10900000,0,,Krem-Top,635,4337,,4078,157,53,14,35,4337,4.8982933579335795,7703,24331,1,True,"Liloan, Cebu",False,False,True,False,True,False,False,"['sg-11134201-22100-af4ku3vgekiv25', 'e873f9ecad8a0d43da17d22b945f022a', '90bf8fffdb8963101191410ab2fe6079', '54a1c2d61cc221dca08b89ae7cbe1ed4', 'f183e36b7d7890bb4eb09ffe0fc3adc8']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
28,10292023-0606,4032759150,238345847,100629,Energen Vanilla Hanger 10 x 40G,40G/GR X 10,0,8500000,8500000,0,,Energen,601,2499,,2376,74,23,7,19,2499,4.913165266106443,2,13801,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['a629db3a56a5df4329d16ba2121a943d', '1349d2dc88070f9c68ed3051d2688085', 'ef8bba7449f90c10c73e53fc0901ccc7', 'cc4e1f7d9ff88bdc2303015c6436eb2b', 'e0f4813ed46aee0660cd23945a85d831']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
29,10292023-0606,6793069946,238345847,100629,Lucky Me! Pancit Canton Instant Noodles Kalamansi Multipack 6 Packs 80g,,0,9600000,9600000,0,,,685,5130,,4762,189,77,32,71,5131,4.859649122807017,1314,18465,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['ed7dfed29e99e5e4179af26d395482eb', '4088e9ad3911ec54d3ff074175c44178', '2a25767943c059a3c16180bee2159c42']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
30,10292023-0606,2989478561,238345847,100629,Hansel Crackers 32g x 10pcs,32G/GR X 10,0,6600000,6600000,0,,,512,4538,,4142,192,84,35,85,4538,4.825319805910896,3398,16380,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['5849bff61d3b1a02a378bace7d58b2d9', '7b880fa52efcadbd78b8d0de4b0b7425', 'd5a159197819fb0e2c2c0bfd830ef63c', '275eef66d47485e36d01b7788c10c85a', '67c19036417158697ba3353aeadaa30f']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
31,10292023-0606,3634981326,238345847,100629,Chuckie Opti-Grow Flavoured Milk Baon Saver's Pack 6's  (110ml),110ML X 6,0,8500000,8500000,0,,Chuckie,4808,11945,,11247,346,142,70,140,11945,4.885063248722459,12970,48171,1,False,"Calamba City, Laguna",False,False,False,False,True,False,False,"['79a0dd3f16b4941dc4f0fa81f5185c0b', '65083ce74446ab27f098be0955e32879', '6f225fae7d45e7cdd415011636dee02c', 'b24f5d449fcddc773e4ea86817214cc3', '294444bb2f0b0b87c3c910b63de09b7d']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
32,10292023-0606,4056151148,238345847,100001,Charmee All-Night Long Feminine Pads 10s,10Piece X 1,6500000,5800000,5800000,11,11%,Charmee,966,3364,,3214,107,31,5,7,3364,4.9369797859690845,20,15429,1,False,"Cabuyao, Laguna",False,False,False,False,True,False,False,"['156e6fe0aade2e2bef5afba341b3371c', '369871b1e014b4f10c4b769cfd4fd940', 'c9153988215c6462319b477b086f27b5', '1411b0d8f7fafc0246f5699ebda88eff']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
33,10292023-0606,4534782770,238345847,100629,BEAR BRAND Powdered Milk Drink  300g,300G/GR X 1,0,13000000,13000000,0,,Bear Brand,1807,12635,,11854,446,164,60,112,12636,4.8906138613861385,20277,67097,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['sg-11134201-22110-l5eczcyaeljv13', 'sg-11134201-22110-lws0zbwaeljv5e', 'sg-11134201-22110-bnpjed5aeljvc7', 'sg-11134201-22110-9j1ipqsaeljv8e', 'sg-11134201-22110-38eixj7aeljvd1', 'sg-11134201-22110-dy50aqabeljvce', 'sg-11134201-22110-pn1oj7cbeljv8c']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
34,10292023-0606,4963784015,238345847,100001,Caress Basic Adult Diaper Large 2 Pieces,2Piece X 1,5000000,4300000,4300000,14,14%,None,474,3258,,2981,195,57,13,12,3258,4.878453038674033,50,13019,1,False,"Cabuyao, Laguna",False,False,False,False,True,False,False,"['73cbf2e5600f55bef2293f48d28dd358', 'ecb2bfc08cf9b53e438e6eb7b8d37eea', 'd4ed59f5f572159e5d2d66a35be1bd1a']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
35,10292023-0606,2973033304,238345847,100629,Lucky Me! Pancit Canton Instant Noodles Sweet and Spicy Multipack x 6 80g,,0,9600000,9600000,0,,,614,3811,,3478,191,64,25,53,3811,4.840986617685647,333,13829,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['0cf9ac3121de2475ea2a3afd22a79157', '4481a0f7e72fe4bbf4bfff295fc9cbcf', 'd7da7054e322864e63f250130287e5bc']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
36,10292023-0606,8289121260,238345847,100629,Rebisco Extreme Choco Coated Sandwich 25g x 10pcs,25G/GR X 10,6600000,6000000,6000000,9,9%,,916,4168,,3926,133,48,24,37,4168,4.893903024483917,325,14181,1,True,"Calamba City, Laguna",True,False,True,False,True,False,False,"['0fd165f842a0ae39dce512f84d244ef1', '1e93fcea63000da6370e098bad34cb9b', 'ea1275ea23b7f92a3f3a594f24b783bf']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
37,10292023-0606,4234447456,238345847,100629,Minute Maid Fresh Orange 10 Pieces 180mL,180ML X 10,0,10000000,10000000,0,,Minute Maid,1554,4341,,3997,172,80,27,65,4341,4.846934071000461,2099,14553,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['2858e3035a8c56a2ec285cd4494a39fe', 'ec04f5b52b036e6c0b411d98922e9a02', '94c32687546e854e74bed912a29df84d', '78fdcb54c07eddd75423cd4551bd3657']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
38,10292023-0606,8589209623,238345847,100629,Rebisco Sandwich Flavor Bunch 32g 10 Pieces,32G/GR X 10,0,6600000,6600000,0,,,790,6033,,5602,251,79,33,69,6034,4.872386325921009,4917,20062,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['f7b4d5412ea463fa8aba592f1d5fa9f5', 'ea3ed3876cbf1cd94875f434fe43dd23', '4a2da90cf690224fcdfddae2fb05d585']","[{'name': 'Option', 'options': ['1'], 'images': None, 'properties': [], 'type': 0}]"
39,10292023-0606,23449238248,238345847,100636,Lysol Toilet Bowl Cleaner Original 700ml,,0,9900000,9900000,0,,,234,592,,577,9,3,0,3,592,4.954391891891892,4644,2166,1,False,"Liloan, Cebu",False,False,False,False,True,False,False,"['ph-11134207-7qul7-lj120md6hljw5a', 'ph-11134207-7qukw-lj120md78acc88', 'd4e1cbbaf43cca2acbfe849d4919a1c7', 'ph-11134207-7qukx-lj120md6g6zg48']","[{'name': 'Default', 'options': ['Default'], 'images': None, 'properties': [], 'type': 0}]"
40,10292023-0606,6656325730,238345847,100629,Knorr Beef Cubes Professional Pack 600g,600G/GR X 1,32200000,30600000,30600000,5,5%,Knorr,225,1296,,1231,41,12,1,11,1296,4.91284046692607,1637,14910,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['f26de545b36da12819cfc5f9ae043191', '7fbbd1ff344cfb87dae58b1a1b3e367c', '0d45725e67af522f7b55342066b95a16']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
41,10292023-0606,6588160690,238345847,100629,Mega Prime Choices Sweet Chili Sauce 505G,505G/GR X 1,8200000,7800000,7800000,5,5%,Mega Prime,349,619,,602,11,4,0,2,619,4.95638126009693,1504,2072,1,False,"Calamba City, Laguna",False,False,False,False,True,False,False,"['5a8fcf754f1ede755a3da5a9a91faad0', '8de0abfe3f90115b49d52556f6654690', '2374ccf6a40919533c0b63847b4783e3']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
42,10292023-0606,10130054530,238345847,100630,"Organic Skin Japan 4X Intensive Whitening Repair Serum With Vitamin C, E 20ml",20ML X 1,30000000,19900000,19900000,34,34%,None,238,538,,503,18,13,1,3,538,4.890334572490707,193,2038,1,False,"Calamba City, Laguna",False,False,False,False,True,False,False,"['8c7b59f5f39ba1b318fae8a95ad7adb9', 'e2cb1e95d7e0552134627326fd0440d4', 'c14f4f0442602e8baf68ada05dde912f']","[{'name': 'Size', 'options': ['20ml'], 'images': ['915959c36ce93fc7ba60f1ecb35077ea'], 'properties': [], 'type': 0}]"
43,10292023-0606,8214594975,238345847,100629,Alaska Crema All-Purpose Cream 250ml,250ML X 1,0,6700000,6700000,0,,Alaska,252,1124,,1049,38,15,4,18,1124,4.863677130044843,7100,11904,1,False,"Calamba City, Laguna",False,False,False,False,True,False,False,"['sg-11134201-22100-anhxnblmbkivac', '8d367c57312effeaeb780462e7bf9e44', '442e125b30bbf1f1132357a68bb72f23', 'sg-11134201-22100-mkvb74lkbkivda', 'f183e36b7d7890bb4eb09ffe0fc3adc8']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
44,10292023-0606,7432752863,238345847,100629,Kopiko Double Cups 36g 10 Pieces,36G/GR X 10,0,9500000,9500000,0,,Kopiko,910,1968,,1882,45,18,10,13,1968,4.917174796747967,494,7520,1,True,"Calamba City, Laguna",False,False,True,False,True,False,False,"['045f8a4c4f3eb0a3d71ba11c6bfb13c7', '8d4816ed432534abed324be549e7efd1', 'c59878ec1bba1d17a96e16a007583260', 'b4cac880d955c9745a993a839903b4c0', '6176b987ddcccfe143660533703db1f5', 'e5af63dd765f472f54c699c155dee3be']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
45,10292023-0606,7797509780,238345847,100632,NIDO® 3+ Powdered Milk Drink For Pre-Schoolers Above 3 Years Old 2.4kg,,139500000,128300000,128300000,8,8%,,429,3644,,3519,77,18,7,23,3644,4.937980241492865,4289,12405,1,True,"Cabuyao, Laguna",False,False,True,False,True,False,False,"['d96b2b8c340973fb184a688a918c0c01', 'a91ea6b4b32c50a03fe2cd122127a0e7', '39852416f743681e31f6154d4b08173d', '1fa8ebc1c7523c2da9be23b382e55ca4', '3ee9e9bb9394b80acfd1966a6e236762']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
46,10292023-0606,7956137358,238345847,100001,Caress Basic Adult Diaper Medium 10 + 1 free pad,11Piece X 1,18700000,17000000,17000000,9,9%,Caress,760,3284,,3067,153,49,4,11,3284,4.908200734394125,73,17241,1,True,"Cabuyao, Laguna",False,False,True,False,True,False,False,"['9ce39e0bdfc81da0cf593c98b85af0c6', 'bd2809d156ab3965152a221ef041fba2', '1951428ce8921ce70f4cfd03aeb480a1', 'ce002dbdeaa1ca5a428a7fb171ac688b']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
