,itemid,shopid,category,name,pack_size,price_before_discount,price_min,price_max,raw_discount,discount,brand,like_count,comment_count,views,prod_rate_star_0,prod_rate_star_1,prod_rate_star_2,prod_rate_star_3,prod_rate_star_4,prod_rate_star_5,product_total_rating,stock,units_sold,status,low_price_guarantee,shop_location,shop_is_on_flash_sale,shop_is_preferred_plus_seller,feature_lowest_price_guarantee,feature_can_use_bundle_deal,feature_can_use_cod,feature_can_use_wholesale,feature_show_free_shipping,product_image_variation,product_text_variation
10,3345912476,238345847,100631,Whiskas Junior Tuna in Pouch for Kittens 80g,80G/GR X 1,0,3300000,3300000,0,,Whiskas,946,3184,,3058,62,32,10,22,3184,4.9273584905660375,1179,54959,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['da21f4838dba4e330958147384599c1c', 'dc825838a27299ab60278a9e51413241', '250e971b123ed5c36248af196bfedd90']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
11,7034801925,238345847,100632,GERBER Baby Food Squash Puree 80g,90G/GR X 1,0,6100000,6100000,0,,Gerber,326,1928,,1892,13,6,4,13,1928,4.953838174273859,160,5763,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['ae372352835e6a40a8ddc9b10534aac9', 'd728853d8eb7d46c97a664ca25b8f720', '94aa8992c7a30f86bd4d55c2f0ec17c2', '5156a8f82628580fad06896d1cca7ea9', '249918b5280a90a38ef0eaefe8c42209']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
12,3936704109,238345847,100629,Century Tuna Flakes in Oil 180g,180G/GR X 1,0,4300000,4300000,0,,Century Tuna,671,6528,,6134,149,93,38,115,6529,4.869318181818182,2086,37694,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['4d968d8443c98035ad317a862059cce1', '82b4480cefb6a78b419853903fad0b1a', 'c3d00e86e648d3c10d6bb66d71452a91']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
13,4134802550,238345847,100632,Gerber Baby Food Banana Strawberry 130g,130G/GR X 1,0,9500000,9500000,0,,Gerber,248,1290,,1253,12,10,5,10,1290,4.938664596273292,23,4397,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['4eb67f2f54df05f0beb2b37d51f193d7', '7cd37e3896a7f9752a9a4c9d9309a709', 'e661f2fae9a76ca686d619ecd92a7187']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
14,3455278960,238345847,100629,Crispy Fry® Breading Mix Garlic 62g,62G/GR X 1,0,1700000,1700000,0,,Crispy Fry,197,797,,758,17,9,2,11,797,4.896984924623116,186,2960,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['e79a6646cd789bbfd1cbac5e10a0e6b4', 'dadaac89c396b5e8f7b44d1fd08f3cf6', '1a6e503ee893679f402c78cd5107f355', '133b27faa4c5e1072004259c042e709c', '754a32af020516a9bcbfdf353257d98e']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
15,7042413497,238345847,100636,Surf Powder Detergent Cherry Blossom 6pieces 65grams,75G/GR X 6,0,3900000,3900000,0,,Surf,596,4788,,4558,83,60,27,60,4788,4.8938127090301,672,20062,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['91c469f3f17596143c020897595203e1', 'a352dc13ae5044132de7f0bdbe48ae34', '2464a615b871e7fe3c8549684dcd84a8']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
16,6534800497,238345847,100632,Gerber Baby Food Carrot Puree 80g,80G/GR X 1,0,7000000,7000000,0,,Gerber,277,1807,,1758,25,10,6,8,1807,4.947426674045379,56,5368,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['dee19ea59f9fa420c7780df4fd2a356a', 'd375ea5fcc456c1859984f0ea2a54094', 'ce083ae18a34b4277ca9e410b0e3f3d9', '090ee96d2e0101a0e5e7b339671381d4']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
17,7236621856,238345847,100629,Century Tuna Flakes in Oil 155grams,155G/GR X 1,0,3600000,3600000,0,,Century Tuna,534,5105,,4745,127,96,34,103,5105,4.842952493129172,846,25884,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['44e0f8379ec5f279d39ff772e04946e3', '8737e0fcd993bfcfb2a02ed0f1ca906d', '4ddc3ce846a923cb5004c0cce71dd7aa', 'a788e3dbc4a962e18c5dbb7152bc76c7']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
18,4357364557,238345847,100629,Mega Prime Kernel Corn 425g,425G/GR X 1,0,4500000,4500000,0,,Mega Prime,351,1444,,1335,44,23,6,36,1444,4.825484764542936,318,5666,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['915df11af27f24d3969910319c31c234', '2e4376e46d77c010d469ce1742fe4933', '006065fbd81c8f7a9d1ffaf104c1777b', 'c3e0616ab2ca78f2da4081d22dbf8aaa', 'b4ad68eee23370906ca851645bf41c51']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
19,3342478879,238345847,100636,Surf Fabric Conditioner Luxe Perfume 25Ml 6 Sachet,25ML X 6,0,3600000,3600000,0,,Surf,314,2856,,2710,66,23,15,42,2856,4.88994041359972,503,10053,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['bbac321e0d691716476c7c043ee66e45', '99c3b6bf7ceb09200236baf06cc54872', '8428dba352afe62ca713ed39b8d9d1be']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
20,3634897136,238345847,100632,Gerber Baby Food Applesauce 80g,80G/GR X 1,0,7000000,7000000,0,,Gerber,202,1545,,1493,28,9,6,9,1545,4.941634241245136,57,5265,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['a47343d690ae80613910c258ea8a70f6', 'a86a23bb2440da4ff38fe634319fa7de', 'ce6472ed240800bec50485fd253f5721']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
21,6536611542,238345847,100629,555 Tuna Afritada 155grams,155G/GR X 1,0,2700000,2700000,0,,555,418,3960,,3769,64,48,19,60,3960,4.8870070778564205,1059,16878,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['c765a9ffce8781298efcf1bfea7d0427', '2e336cdccdbe5b1fc325a010ab79508e', '1acb9d48c9be3eac7bb036bb47f0c73a', 'e0004bd67d2cc44ba8b7d2d50ea8ea88']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
22,4236603025,238345847,100629,Argentina Corned Beef 150g,150G/GR X 1,0,3500000,3500000,0,,Argentina,606,5520,,5220,109,80,24,87,5520,4.882352941176471,1012,28468,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['de22d28848d5589beab21e5cd0305293', 'cb1a6828ab69741b4bf4e39fa83f460f', '8cde525177fdd393029043afa880d7eb', '28af6ec58901c5ad9fe6bc8cacf7160e', 'dadcbb5be0dad59404b893ef34de05fa', 'cb7daa23246a87dd80c09ef2655d5e6c']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
23,5436609679,238345847,100629,555 Tuna Caldereta 155g,155G/GR X 1,0,2700000,2700000,0,,555,355,3264,,3096,53,41,16,58,3264,4.877262964099417,680,13250,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['24f6ed1e28f5424b75fc1e582ba2dc84', '3d1b0e169c30b02a61b326bf2c7ecc27', 'c8e796311ecd9695943bdeeeaf00ac8f', 'dfa56743e1e890ab26675d090d6de1de']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
24,5823307948,238345847,100629,Clara Olé Maple - Pancake Syrup 355ml,355ML X 1,0,11200000,11200000,0,,Clara Olé,2126,2707,,2626,36,20,5,20,2707,4.938285291943829,14,6637,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['3eb5c7b96fe7a3d5f30568f4ef32741f', '098a02798df3bd87a4070fb5e65fa1ba', 'e9d43d15c3623b013b9bb33ed8d3f89b', '603b0260f28cc175dedb8109ef49ad0d', '13361259ec76a8818552796d538d1702', '7bd9be4316b40f053ecc5f9d428f5d93']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
25,3234954751,238345847,100629,Chuckie Opti-Grow Flavoured Milk 1L,1L X 1,0,10900000,10900000,0,,Chuckie,1095,1697,,1601,41,16,14,25,1697,4.878984651711924,36,6800,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['sg-11134201-22100-7zgm4280dxivb5', 'sg-11134201-22100-xx0s8380dxiv8f', '13303fce72746e03f7e089bfe72af026', '9f86930b404dbd42dd693304943dde37', 'b1e8b311187e84ca1f29e0b480bc9bf3', '044c43bb64031d0c4775a8688e5aaa78', '61f03f5412baaaa3d2a01e44e171bc88']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
26,5742423226,238345847,100636,Surf Powder Detergent Rose Fresh 65g 6 Pieces,65G/GR X 6,0,3900000,3900000,0,,Surf,235,1959,,1870,24,25,15,25,1959,4.8916709248850285,211,9491,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['sg-11134201-22110-cvf6efk53akv2f', 'sg-11134201-22110-f3nbcobt40jva9', 'sg-11134201-22110-7ym0ppbt40jvff', 'sg-11134201-22110-tbrh7jbt40jva4']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
27,3947509299,238345847,100629,Quaker Oaties Chocolate Chips 28g,28G/GR X 1,1200000,1100000,1100000,8,8%,Quaker,224,864,,822,24,9,2,7,864,4.912037037037037,9,4603,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['dfa04fe7be4967a8a8786664e99c2da0', '9349f171d11eb2437fd971c17ca6ffad', '21508de2687ec1488054b7cbf3267f42', '5120654f3ff65a99f0d378329cc603cb']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
28,3748602006,238345847,100631,Pedigree Adult Beef in Gravy Flavor 130g,130G/GR X 1,0,3900000,3900000,0,,Pedigree,492,1996,,1912,28,24,8,24,1996,4.905717151454363,2132,23750,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['f6d2d9b7d35524d5972ed712ec5c1050', '1580011519ee4aea5f71787fd280af33', '5a3f2f2a04d19c4e92b76e2a1779bd49', 'd2cd6ef365a6d45a7e24126dce7e9375', 'ecc68b6e7acab15f5b9bd29c4716105e', 'c7167ba418305d247d1543c5a0203bc3', '25feb2bc8ce7d0598ad4e18e5603dddb', '06f2fe47f28c29f5c610ef3710dd0896']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
29,5042372874,238345847,100636,Surf Fabric Conditioner Charcoal Fresh 25ML Sachet 6x,25ML X 6,0,3600000,3600000,0,,Surf,395,3436,,3290,54,37,22,33,3436,4.906814210832848,487,11105,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['9de4251ee5c062c4d72f0a7f7d037cd3', 'f27ea029af08488225b3e11f3a4e83de', '6a4d3cb5080e5780e7e5d99372cb7663', '9b89dc28d882776ad107b7a5815cb4d3', '2f31ff59a14c58bf0732f003e47fa6a4']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
30,5834790547,238345847,100629,Nestle Fresh Milk 1L,1L X 1,0,10700000,10700000,0,,Nestle,708,1633,,1547,34,16,11,25,1633,4.884591774094536,122,6069,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['22483babec0f662fd14fcd6d53a5c9b2', '88c80313a09a7bf140d9d92b19634d72', '909ce0a3aaf611cc63be1912bb7f06e3']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
31,6336619530,238345847,100629,555 Sardines in Tomato Sauces 155g,155G/GR X 1,0,2300000,2300000,0,,555,383,3774,,3591,69,44,23,47,3774,4.8966524973432515,442,26444,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['3d06e69322946309f3fc9c130b13c0dd', 'de168084ff0d7a850d2b569e60976dc1', 'b719aaa5bda446138fb6432e25fb3f8d', '8b7bb35bec907c4ee827c5fdf13a0a9a']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
32,4857363642,238345847,100629,Mega Prime Pieces and Stems Mushroom 425g,425G/GR X 1,0,5600000,5600000,0,,Mega Prime,202,1113,,1043,31,14,10,15,1113,4.873873873873874,282,4183,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['e1ecbc3f4f8a8bc3258558201ed3b0ef', 'bab0332686177dc8f065f3f6518075e6', 'a79a733e7a071fc2a4f12554ead888dc', 'a13476802025a41e611587d05e4a6f14']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
33,5536630235,238345847,100629,Hunt's Pork and Beans Original 230g,230G/GR X 1,0,3200000,3200000,0,,Hunt's,120,670,,644,10,6,2,8,670,4.914798206278027,51,3135,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['5f3145e53d947872951e74b0531a06c9', '738ae1eaafb6e4343f293f280b678176', '32d55dd6eab14935ccfc87962b838dd6', '52307203093ae34207e346a0a9880669']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
34,3553207466,238345847,100629,Nature's Spring Sparkling Water Lime 330mL,330ML X 1,0,2500000,2500000,0,,Nature's Spring,165,210,,198,4,4,2,2,210,4.889952153110048,118,2578,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['acc2240f1c2243789bae12c5e2c6e5bb', '67a989b65946893400712ecb877856c4', 'c5ff5c2b1c8e1c2ee6ad0b7e43eeb286', '33dff9abe3b2a81f03a3f8c6a0b7645d', 'f277c36da184b05885985364ad84cf9b']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
35,5855183652,238345847,100629,Sarsaya® Oyster Sauce Sachet 30g,30G/GR X 1,0,600000,600000,0,,Sarsaya,234,1056,,1015,15,9,6,11,1056,4.916508538899431,293,6044,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['f8a67869bc73cf12ac1ceb28083c8217', '6d6c00447d7d7ebeef32686c74e4b9cd', '892c2012b761ba112a6ce40bef648c2b', '865a9cf9521dac4ccccb5171afc66247', '4e4756786812a2aed0ad3fb7310757f3']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
36,4842423001,238345847,100636,Surf Powder Detergent Purple Blooms Sachet 6 Pieces  65G,65G/GR X 6,0,3900000,3900000,0,,Surf,369,3045,,2904,54,31,14,42,3045,4.89388961892247,391,11130,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['4411372924410948d23ef010bdf9579e', '5ac8da9f6fedcb744aa461fa2144bef0', 'f6194ec3468dd9db271da796a0b4a888', '6839330365a1c95985d5604189e57212', '2b8c40962f11a1ac377c92ba4073b67a']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
37,7857364712,238345847,100629,Mega Mackerel in Natural Oil 155g,155G/GR X 1,0,3100000,3100000,0,,Mega,257,2193,,2085,38,27,13,30,2193,4.8925959780621575,176,9817,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['dd729b582101452fe4786c0e21b0d39f', 'fd5cedcfd2ebf4f16250472fb8941710', 'b346ddee0ccf3eaccfe60c3b557c3ffa', '14f26f41c8d0a40f0bf99c14ec08936f']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
38,7957351456,238345847,100629,Mega Sardines Tomato Sauce Chilli 155g,155G/GR X 1,0,2600000,2600000,0,,Mega,193,2018,,1886,49,31,14,38,2018,4.8535980148883375,827,11188,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['f23ba1a5807d6b604b45ee18039a2387', 'bb57b13f77a2b57768506557838ac7a6', '455879a35e7eca5b3e7cf33e2e5d257a', '7079e0bf30acacc3eab1b4265344c780', '4fb9a358f733b440d0a70dc8fa9a04d1']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
39,5536620737,238345847,100629,Lucky 7 Carne Norte 100g,100G/GR X 1,0,1600000,1600000,0,,Lucky 7,187,1042,,1004,14,6,5,13,1042,4.910748560460653,217,7354,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['75b0bf8684a06a6884d0e00929e76ab8', '6226c5418846c022e3c0ead40f045d3f', 'c329d6880ede928b596ce6fcd80644af', '8ea4238099fb5f0678b0514b366d86bc', 'f2c3ada98ecff6959e7aab85dd8a1be6']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
40,8527430486,238345847,100629,Knorr Crab And Corn Soup Mix 55g,60G/GR X 1,0,5500000,5500000,0,,Knorr,391,2814,,2675,55,35,13,36,2814,4.892958748221906,530,9724,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['6ce256ad83a728127f3afba7cfa03f6f', 'eb2c5e1d1a9310984633f59c2023411d', '5d86802cdc1aa40b7ca2c00dec595fc7', 'ab87958a1dcce92b0d54a09f9ff7e1ab', 'b2ee919333e780d2045f2a0bd8eacb37']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
41,4236621495,238345847,100629,Century Tuna Hot & Spicy 180g,180G/GR X 1,0,4300000,4300000,0,,Century Tuna,265,2116,,1990,35,24,21,46,2116,4.85260663507109,265,9186,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['c13f1e461a90f9d3920410050e2b001c', '0e17223d592ce7c3ab1a87a52291d101', '298aadf58a46e12cb718f699d2a79bfe', 'b6412f69ad602e7ca6dbd6fbe3a5b683']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
42,3017468330,238345847,100629,Knorr Cream of Mushroom Soup Mix 62g,62G/GR X 1,0,5500000,5500000,0,,Knorr,375,2042,,1903,54,29,24,32,2042,4.8584766584766585,351,6881,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['a4b82369efc6f0b54920ed929d29e47e', '67c029e8d9a7fdb297eaf4f1886917cb', '5e9b1b475b6346f1460e3dd6cb9081f5', 'cf66ad99b89f9b0d9406964a0260f164', '455a0083aac7980e12a7485d798f25c7']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
43,4836627156,238345847,100629,Angel Condensada 380g,380G/GR X 1,0,5000000,5000000,0,,Angel,203,982,,925,22,15,6,14,982,4.889457523029683,11,3265,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['a287dc7b4d12920f6d0da786b03332e1', '8ff405d36e6f6f47c82241d85fd23037', '97ee93fffbafbe1bb3236e0ce2bc745a', 'fab70ae3eca07bbf410a6e064ec87f5e', '2e4f5e7b1dc3d414f70b1aab5e160526', 'bcd6930ce5c3d3fbbc66503f366e7e09']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
44,3234955563,238345847,100629,Nestle Coffee-Mate Coffee Creamer Stand-up Pouch 450g,450G/GR X 1,0,12400000,12400000,0,,Nestle,527,5936,,5643,119,59,39,77,5937,4.893634982272497,2938,22589,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['65b4f94017df823847ac18b0116e024c', '888837c1af04b02b754d2ba9639eb2a7', 'cdc199f97e563eb8a9d7af0590fd1b1e', 'e3961f47ce3d42e4ce9dea8426c3afd6']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
45,5534811285,238345847,100629,Milo Activ-Go Choco Malt Powdered Milk Drink  300g,300G/GR X 1,0,9500000,9500000,0,,Nestle,738,3515,,3388,56,37,5,29,3515,4.926863972680706,185,7833,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['70f0c54c700106be6c312dd0b3265131', '06aabc304f0b51531eaa9bffd3251882', '564c28d8ea244459d3363e2fd36f0826', '5800b0a70ddfdadb255c3c8b1f9d09b0']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
46,7557508604,238345847,100629,Mega Prime Pieces and Stems Mushroom 198g,198G/GR X 1,0,3600000,3600000,0,,Mega Prime,214,1155,,1095,20,16,7,17,1155,4.880415944540728,309,3474,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['66e8c26193f1c9f021e5be779b7dd2e1', '3068b25d69d9bf7370470e8f2b14e9ab', '13f705abf8891d6d0cf66dcc1a72557c', '22c270535cdd69af188772e3126182df', 'afaad6ec2bb2d92467ef86d2c81475b6']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
47,5036601657,238345847,100629,Coco Mama Fresh Gata 200ml,200ML X 1,0,3100000,3100000,0,,Coco Mama,397,2998,,2847,64,34,19,34,2998,4.894824707846411,3028,26040,1,False,"Calamba City, Laguna",False,False,False,False,False,False,False,"['1c6ee4978410345084dc237ccdf4247a', 'd5bd10d583719d6a45442655f174f0fb', '41a9aaf204d7564267cc5b122d19e25f', '856ed76c3653fc589aa0db267f941967', '395f2305a3f99d2586437cc4ba906526']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
48,3436721517,238345847,100629,Century Tuna Hot & Spicy 155g,155G/GR X 1,0,3700000,3700000,0,,Century Tuna,242,1500,,1415,37,14,4,30,1500,4.868666666666667,134,6752,1,True,"Calamba City, Laguna",False,False,True,False,False,False,False,"['4f9e13cd712a7d62d47a026ea583a7b4', '5f65848ae82aef3f58bfac0ccfe6ebf2', '0b78371e28dcbb40f5c28f1f25452a81', '7eabc98039df32ed3ce8e10f37710e10', '12dc780b0a03753bd7cbb372d23460c0']","[{'name': '', 'options': [''], 'images': None, 'properties': [], 'type': 0}]"
