,date,category,category_names,brand,pack_size,pack_type,itemid,name,price_median,raw_discount,price_before_discount,units_sold,stock,status,item_page,low_price_guarantee,on_flash_sale,can_use_bundle_deal,can_use_cod,can_use_wholesale,show_free_shipping,like_count,comment_count,views,no_rating,star_1,star_2,star_3,star_4,star_5,rating,month,day,units_sold_diff
26268,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),204,0,,889,6,1,69,False,False,False,False,False,False,147,392,,376,8,3,2,3,392,4.92,August,31,90.0
26283,2023-08-31 13:27:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,481,14,1,72,False,False,False,True,False,False,93,204,,196,3,4,0,1,204,4.93,August,31,20.0
26589,2023-09-10 23:20:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,5533,601,1,3,True,False,False,True,False,False,761,2118,,2027,49,24,5,14,2119,4.92,September,10,110.0
26593,2023-09-10 23:20:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,15782,2915,1,4,True,False,False,True,False,False,1330,5841,,5552,162,54,19,54,5841,4.91,September,10,768.0
26597,2023-09-10 23:20:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,194,20,243,5452,94,1,4,False,False,False,True,False,False,835,2318,,2205,53,28,8,23,2317,4.9,September,10,171.0
26600,2023-09-10 23:20:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,95,20,119,7156,42,1,4,True,False,False,True,False,False,724,2677,,2528,80,36,12,21,2677,4.9,September,10,232.0
26635,2023-09-10 23:20:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,59,20,74,4068,175,1,7,False,False,False,True,False,False,355,1443,,1356,53,15,5,14,1443,4.9,September,10,267.0
26665,2023-09-10 23:20:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,,5897,173,1,11,True,False,False,True,False,False,279,1029,,966,34,14,3,12,1029,4.88,September,10,274.0
26684,2023-09-10 23:20:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,13,7,14,4350,79,1,13,True,False,False,True,False,False,186,725,,695,11,9,2,8,725,4.91,September,10,459.0
26685,2023-09-10 23:20:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,13,7,14,3470,87,1,13,False,False,False,True,False,False,143,576,,537,19,11,1,8,576,4.87,September,10,153.0
26688,2023-09-10 23:20:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,14,0,,4737,64,1,13,True,False,False,True,False,False,233,650,,603,20,14,3,10,650,4.85,September,10,125.0
26742,2023-09-10 23:20:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),156,0,,2292,26,1,20,True,False,False,True,False,False,285,999,,951,24,7,3,14,999,4.9,September,10,23.0
26980,2023-09-10 23:20:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,484,9,1,59,False,False,False,True,False,False,96,205,,196,4,4,0,1,205,4.92,September,10,3.0
27378,2023-09-11 12:33:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,5541,588,1,3,True,False,False,True,False,False,762,2118,,2027,49,24,5,14,2119,4.92,September,11,8.0
27381,2023-09-11 12:33:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,15833,2867,1,3,False,False,False,True,False,False,1333,5846,,5556,163,54,19,54,5846,4.91,September,11,51.0
27386,2023-09-11 12:33:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,,5461,448,1,4,False,False,False,True,False,False,836,2320,,2208,53,28,8,23,2320,4.9,September,11,9.0
27389,2023-09-11 12:33:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,119,0,,7162,1003,1,4,True,False,False,True,False,False,724,2678,,2529,80,36,12,21,2678,4.9,September,11,6.0
27420,2023-09-11 12:33:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,74,0,,4079,716,1,7,False,False,False,True,False,False,356,1444,,1357,53,15,5,14,1444,4.9,September,11,11.0
27448,2023-09-11 12:33:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,,5899,152,1,10,True,False,False,True,False,False,279,1029,,966,34,14,3,12,1029,4.88,September,11,2.0
27466,2023-09-11 12:33:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,14,0,,4365,635,1,12,True,False,False,True,False,False,186,725,,695,11,9,2,8,725,4.91,September,11,15.0
27467,2023-09-11 12:33:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,3472,461,1,12,False,False,False,True,False,False,143,577,,538,19,11,1,8,577,4.87,September,11,2.0
27471,2023-09-11 12:33:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,14,0,,4744,58,1,13,True,False,False,True,False,False,233,650,,603,20,14,3,10,650,4.85,September,11,7.0
27523,2023-09-11 12:33:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),156,0,,2294,23,1,19,True,False,False,True,False,False,285,1000,,952,24,7,3,14,1000,4.9,September,11,2.0
27759,2023-09-11 12:33:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,484,9,1,58,False,False,False,True,False,False,96,205,,196,4,4,0,1,205,4.92,September,11,0.0
28146,2023-09-13 21:53:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,5608,531,1,3,True,False,False,True,False,False,766,2131,,2039,49,24,5,15,2132,4.92,September,13,67.0
28149,2023-09-13 21:53:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,15964,2327,1,3,False,False,False,True,False,False,1353,5882,,5587,167,54,20,54,5882,4.91,September,13,131.0
28154,2023-09-13 21:53:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,,5502,411,1,3,False,False,False,True,False,False,839,2330,,2217,53,29,8,23,2330,4.9,September,13,41.0
28157,2023-09-13 21:53:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,119,0,,7205,916,1,4,True,False,False,True,False,False,727,2688,,2537,81,37,12,21,2688,4.9,September,13,43.0
28182,2023-09-13 21:53:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,74,0,,4098,695,1,6,False,False,False,True,False,False,358,1448,,1361,53,15,5,14,1448,4.9,September,13,19.0
28205,2023-09-13 21:53:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,,5948,111,1,9,True,False,False,True,False,False,281,1035,,972,34,14,3,12,1035,4.89,September,13,49.0
28224,2023-09-13 21:53:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,14,0,,4380,602,1,11,True,False,False,True,False,False,186,727,,697,11,9,2,8,727,4.91,September,13,15.0
28225,2023-09-13 21:53:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,3499,421,1,11,False,False,False,True,False,False,143,579,,540,19,11,1,8,579,4.87,September,13,27.0
28229,2023-09-13 21:53:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,14,0,,4756,20,1,12,True,False,False,True,False,False,234,653,,606,20,14,3,10,653,4.85,September,13,12.0
28273,2023-09-13 21:53:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),156,0,,2300,12,1,18,True,False,False,True,False,False,287,1003,,955,24,7,3,14,1003,4.9,September,13,6.0
28488,2023-09-13 21:53:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,485,9,1,55,False,False,False,True,False,False,96,206,,197,4,4,0,1,206,4.92,September,13,1.0
28886,2023-09-14 19:17:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,5593,536,1,3,True,False,False,True,False,False,765,2129,,2037,49,24,5,15,2130,4.92,September,14,-15.0
28889,2023-09-14 19:17:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,15954,2429,1,3,False,False,False,True,False,False,1348,5878,,5584,166,54,20,54,5878,4.91,September,14,-10.0
28894,2023-09-14 19:17:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,,5501,413,1,3,False,False,False,True,False,False,839,2330,,2217,53,29,8,23,2330,4.9,September,14,-1.0
28896,2023-09-14 19:17:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,119,0,,7201,922,1,4,True,False,False,True,False,False,726,2688,,2537,81,37,12,21,2688,4.9,September,14,-4.0
28924,2023-09-14 19:17:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,74,0,,4098,698,1,6,False,False,False,True,False,False,358,1448,,1361,53,15,5,14,1448,4.9,September,14,0.0
28949,2023-09-14 19:17:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,,5943,126,1,10,True,False,False,True,False,False,281,1035,,972,34,14,3,12,1035,4.89,September,14,-5.0
28968,2023-09-14 19:17:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,14,0,,4380,604,1,12,True,False,False,True,False,False,186,727,,697,11,9,2,8,727,4.91,September,14,0.0
28969,2023-09-14 19:17:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,3499,430,1,12,False,False,False,True,False,False,143,579,,540,19,11,1,8,579,4.87,September,14,0.0
28973,2023-09-14 19:17:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,14,0,,4756,25,1,12,True,False,False,True,False,False,234,653,,606,20,14,3,10,653,4.85,September,14,0.0
29017,2023-09-14 19:17:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),156,0,,2300,12,1,19,True,False,False,True,False,False,287,1003,,955,24,7,3,14,1003,4.9,September,14,0.0
29233,2023-09-14 19:17:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,485,9,1,56,False,False,False,True,False,False,96,206,,197,4,4,0,1,206,4.92,September,14,0.0
29635,2023-09-15 09:56:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,5691,344,1,3,True,False,False,True,False,False,771,2144,,2050,51,24,5,15,2145,4.92,September,15,98.0
29638,2023-09-15 09:56:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,16090,2031,1,3,False,False,False,True,False,False,1358,5915,,5618,169,54,20,54,5915,4.91,September,15,136.0
29645,2023-09-15 09:56:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,194,20,243,5524,101,1,4,False,False,False,True,False,False,841,2336,,2223,53,29,8,23,2336,4.9,September,15,23.0
29646,2023-09-15 09:56:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,95,20,119,7271,163,1,4,True,False,False,True,False,False,728,2703,,2551,81,37,12,22,2703,4.9,September,15,70.0
29674,2023-09-15 09:56:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,59,20,74,4120,172,1,7,False,False,False,True,False,False,360,1454,,1367,53,15,5,14,1454,4.9,September,15,22.0
29706,2023-09-15 09:56:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,,6033,64,1,10,True,False,False,True,False,False,282,1043,,978,36,14,3,12,1043,4.88,September,15,90.0
29726,2023-09-15 09:56:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,14,0,,4420,557,1,12,True,False,False,True,False,False,189,728,,698,11,9,2,8,728,4.91,September,15,40.0
29727,2023-09-15 09:56:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,3540,394,1,12,False,False,False,True,False,False,143,582,,542,19,11,2,8,582,4.86,September,15,41.0
29798,2023-09-15 09:56:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),156,0,,2307,9,1,20,True,False,False,True,False,False,288,1006,,958,24,7,3,14,1006,4.9,September,15,7.0
30058,2023-09-15 09:56:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,486,6,1,61,False,False,False,True,False,False,96,206,,197,4,4,0,1,206,4.92,September,15,1.0
30439,2023-09-16 10:59:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,5754,311,1,3,True,False,False,True,False,False,775,2155,,2060,52,24,5,15,2156,4.92,September,16,63.0
30442,2023-09-16 10:59:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,16191,1845,1,3,False,False,False,True,False,False,1362,5940,,5640,171,54,20,55,5940,4.91,September,16,101.0
30449,2023-09-16 10:59:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,194,20,243,5551,38,1,4,False,False,False,True,False,False,843,2346,,2233,53,29,8,23,2346,4.9,September,16,27.0
30451,2023-09-16 10:59:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,95,20,119,7317,88,1,4,True,False,False,True,False,False,732,2714,,2562,81,37,12,22,2714,4.9,September,16,46.0
30482,2023-09-16 10:59:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,59,20,74,4153,40,1,7,False,False,False,True,False,False,359,1462,,1375,53,15,5,14,1462,4.9,September,16,33.0
30514,2023-09-16 10:59:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,,6081,19,1,10,True,False,False,True,False,False,282,1047,,982,36,14,3,12,1047,4.88,September,16,48.0
30535,2023-09-16 10:59:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,14,0,,4453,518,1,12,True,False,False,True,False,False,189,731,,701,11,9,2,8,731,4.91,September,16,33.0
30536,2023-09-16 10:59:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,3559,376,1,13,False,False,False,True,False,False,143,586,,546,19,11,2,8,586,4.87,September,16,19.0
30605,2023-09-16 10:59:00,100629,Food & Beverage,Quaker,33G/GR X 12,multi-pack,6147393750,Quaker Flavored Oatmeal Banana & Honey 33g (Pack of 12),156,0,,2309,6,1,20,True,False,False,True,False,False,288,1006,,958,24,7,3,14,1006,4.9,September,16,2.0
30854,2023-09-16 10:59:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,487,5,1,61,False,False,False,True,False,False,97,206,,197,4,4,0,1,206,4.92,September,16,1.0
31260,2023-09-17 12:21:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,5800,288,1,4,True,False,False,True,False,False,776,2167,,2072,52,24,5,15,2168,4.92,September,17,46.0
31263,2023-09-17 12:21:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,16360,1787,1,4,False,False,False,True,False,False,1371,5983,,5681,172,55,20,55,5983,4.91,September,17,169.0
31270,2023-09-17 12:21:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,,5574,282,1,5,False,False,False,True,False,False,847,2349,,2236,53,29,8,23,2349,4.9,September,17,23.0
31274,2023-09-17 12:21:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,119,0,,7373,748,1,5,True,False,False,True,False,False,734,2729,,2577,81,37,12,22,2729,4.9,September,17,56.0
31316,2023-09-17 12:21:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,74,0,,4172,480,1,8,False,False,False,True,False,False,364,1465,,1377,54,15,5,14,1465,4.9,September,17,19.0
31370,2023-09-17 12:21:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,14,0,,4511,509,1,14,True,False,False,True,False,False,190,732,,702,11,9,2,8,732,4.91,September,17,58.0
31372,2023-09-17 12:21:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,3585,364,1,14,False,False,False,True,False,False,143,586,,546,19,11,2,8,586,4.87,September,17,26.0
31693,2023-09-17 12:21:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,487,5,1,62,False,False,False,True,False,False,97,206,,197,4,4,0,1,206,4.92,September,17,0.0
32111,2023-09-18 12:36:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,5841,272,1,4,True,False,False,True,False,False,779,2173,,2077,53,24,5,15,2174,4.92,September,18,41.0
32114,2023-09-18 12:36:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,16617,1737,1,4,False,False,False,True,False,False,1373,6066,,5762,174,55,20,55,6066,4.91,September,18,257.0
32121,2023-09-18 12:36:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,,5590,273,1,5,False,False,False,True,False,False,849,2358,,2244,53,30,8,23,2358,4.9,September,18,16.0
32125,2023-09-18 12:36:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,119,0,,7418,729,1,5,True,False,False,True,False,False,735,2738,,2585,81,38,12,22,2738,4.9,September,18,45.0
32168,2023-09-18 12:36:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,74,0,,4191,459,1,9,False,False,False,True,False,False,365,1468,,1380,54,15,5,14,1468,4.9,September,18,19.0
32227,2023-09-18 12:36:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,14,0,,4533,497,1,15,True,False,False,True,False,False,190,735,,704,11,9,2,9,735,4.91,September,18,22.0
32228,2023-09-18 12:36:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,3612,361,1,15,False,False,False,True,False,False,143,589,,549,19,11,2,8,589,4.87,September,18,27.0
32585,2023-09-18 12:36:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,487,5,1,66,False,False,False,True,False,False,98,206,,197,4,4,0,1,206,4.92,September,18,0.0
32981,2023-09-19 14:35:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,5895,258,1,5,True,False,False,True,False,False,781,2192,,2094,54,24,6,15,2193,4.92,September,19,54.0
32984,2023-09-19 14:35:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,16828,1695,1,5,False,False,False,True,False,False,1377,6136,,5830,176,55,20,55,6136,4.91,September,19,211.0
32991,2023-09-19 14:35:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,,5626,255,1,5,False,False,False,True,False,False,850,2367,,2253,53,30,8,23,2367,4.9,September,19,36.0
32995,2023-09-19 14:35:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,119,0,,7470,705,1,6,True,False,False,True,False,False,736,2754,,2597,84,38,12,23,2754,4.9,September,19,52.0
33043,2023-09-19 14:35:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,74,0,,4241,436,1,10,False,False,False,True,False,False,366,1480,,1392,54,15,5,14,1480,4.9,September,19,50.0
33087,2023-09-19 14:35:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,,6184,5,1,14,True,False,False,True,False,False,282,1054,,989,36,14,3,12,1054,4.89,September,19,103.0
33111,2023-09-19 14:35:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,14,0,,4552,490,1,16,True,False,False,True,False,False,190,737,,706,11,9,2,9,737,4.91,September,19,19.0
33113,2023-09-19 14:35:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,3635,358,1,16,False,False,False,True,False,False,143,591,,551,19,11,2,8,591,4.87,September,19,23.0
33369,2023-09-19 14:35:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),204,0,,894,1,1,48,False,False,False,False,False,False,146,393,,377,8,3,2,3,393,4.92,September,19,5.0
33505,2023-09-19 14:35:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,487,2,1,68,False,False,False,True,False,False,98,206,,197,4,4,0,1,206,4.92,September,19,0.0
33880,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,5937,247,1,5,True,False,False,True,False,False,782,2199,,2101,54,24,6,15,2200,4.92,September,20,42.0
33883,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,16934,1661,1,5,False,False,False,True,False,False,1380,6166,,5855,179,56,20,56,6166,4.91,September,20,106.0
33890,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,5447406497,Quaker Instant Oatmeal 1kg,243,0,,5646,245,1,6,False,False,False,True,False,False,850,2372,,2258,53,30,8,23,2372,4.9,September,20,20.0
33894,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,6647394097,Quaker Flavored Oatmeal Banana & Honey 500g,119,0,,7515,696,1,6,True,False,False,True,False,False,737,2764,,2607,84,38,12,23,2764,4.9,September,20,45.0
33943,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,400G/GR X 1,single-pack,7147406016,Quaker Instant Oatmeal 400g,74,0,,4277,425,1,10,False,False,False,True,False,False,365,1487,,1398,55,15,5,14,1487,4.9,September,20,36.0
33995,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3947509299,Quaker Oaties Chocolate Chips 28g,16,0,,6206,5,1,15,True,False,False,True,False,False,282,1055,,990,36,14,3,12,1055,4.89,September,20,22.0
34021,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,4847408605,Quaker Oaties Honey Nuts 28g,14,0,,4567,474,1,17,True,False,False,True,False,False,190,739,,708,11,9,2,9,739,4.91,September,20,15.0
34023,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,5147412635,Quaker Oaties Apple and Cinnamon 28g,14,0,,3645,358,1,18,False,False,False,True,False,False,143,593,,553,19,11,2,8,593,4.87,September,20,10.0
34032,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,28G/GR X 1,single-pack,3447508812,Quaker Oaties Raisins 28g,14,0,,4891,5,1,18,True,False,False,True,False,False,235,664,,617,20,14,3,10,664,4.85,September,20,135.0
34142,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,1KG X 1,single-pack,4347408131,Quaker Quick Cooking Oatmeal 1kg Jar,239,0,,1322,0,1,29,False,False,False,True,False,False,192,528,,500,11,7,4,6,528,4.89,September,20,75.0
34323,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,40G/GR X 12,multi-pack,4653759322,Quaker Flavored Oatmeal Original with Milk 40g. (Pack of 12),204,0,,894,1,1,52,False,False,False,False,False,False,146,393,,377,8,3,2,3,393,4.92,September,20,0.0
34465,2023-09-20 09:48:00,100629,Food & Beverage,Quaker,33G/GR X 20,multi-pack,5053762595,Quaker Instant Oatmeal 33g. (Pack of 20),260,0,,487,1,1,73,False,False,False,True,False,False,98,206,,197,4,4,0,1,206,4.92,September,20,0.0
34790,2023-09-21 12:18:00,100629,Food & Beverage,Quaker,500G/GR X 1,single-pack,4953757865,Quaker Flavored Oatmeal Chocolate 500g,119,0,,6006,237,1,5,True,False,False,True,False,False,784,2215,,2115,55,25,6,15,2216,4.92,September,21,69.0
34793,2023-09-21 12:18:00,100629,Food & Beverage,Quaker,800G/GR X 1,single-pack,4947412374,Quaker Instant Oatmeal 800g,132,0,,17081,1610,1,5,False,False,False,True,False,False,1382,6193,,5881,180,56,20,56,6193,4.91,September,21,147.0
